dataset,total_documents,relevant_documents,irrelevant_documents,relevance_ratio,mean_degree,mean_pagerank,mean_clustering,network_density,ensemble_scores_mean,ensemble_scores_std,lof_embeddings_scores_mean,lof_embeddings_scores_std,lof_network_scores_mean,lof_network_scores_std
jeyaraman,691,96,595,0.1389290882778582,10.377713458755427,0.0009385945243803257,0.13968242403760625,0.9088277858176556,0.12762414551934492,0.11981567189818144,0.0,0.0,1.2178084364553847,0.36665853456221
appenzeller,2433,26,2407,0.010686395396629675,7.093300452116728,0.0003371537921189531,0.12568031636468338,0.6822852445540485,0.2074636065449194,0.10489078391835312,1.4316399839499632,0.2838183363838209,1.1760738694984225,0.3320429696979842
hall,8396,104,8292,0.012386850881372083,1.2883515959980942,0.00011296608827519574,0.06509714965375499,0.43592186755597906,0.135642919047462,0.09002534904566112,1.0606463675472837,0.07148330130931,1.1535282874044182,0.28480147523770255
